question,condition,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_145,2.0,Februar,4.15625,-2.15625
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_145,5.0,Februar,4.15625,0.84375
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,U 4.6,participant_145,1.0,Februar,4.15625,-3.15625
Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,U 4'.7,participant_145,5.0,Februar,4.15625,0.84375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_145,1.0,Februar,4.15625,-3.15625
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_145,1.0,Februar,4.15625,-3.15625
Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,F,participant_146,1.0,Mai,3.4375,-2.4375
Der alte und geschützte Wald wurde vor gerodet.,F,participant_146,2.0,Mai,3.4375,-1.4375
Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,F,participant_146,5.0,Mai,3.4375,1.5625
Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,F,participant_146,7.0,Mai,3.4375,3.5625
Ich habe dem Kunden sich selbst im Spiegel präsentiert.,F,participant_146,3.0,Mai,3.4375,-0.4375
Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,F,participant_146,2.0,Mai,3.4375,-1.4375
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_146,3.0,Mai,3.4375,-0.4375
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_146,6.0,Mai,3.4375,2.5625
Die Tat wurde mit Trunken- und Verlogenheit begangen.,H 4.3,participant_146,1.0,Mai,3.4375,-2.4375
Die Allgemein- und Gesamtheit der Regeln spricht dafür.,H 4'.4,participant_146,6.0,Mai,3.4375,2.5625
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_146,4.0,Mai,3.4375,0.5625
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_146,5.0,Mai,3.4375,1.5625
Das Weihnachtsfest umgibt eine Atmosphäre von Heilig- und Seligkeit.,K 5.5,participant_146,2.0,Mai,3.4375,-1.4375
Die Ordensleute erzählen immer von Momenten der Barmherzig- und Glückseligkeit.,K 5'.6,participant_146,6.0,Mai,3.4375,2.5625
Das Lachen ist kind- und herzlich.,L 2.3,participant_146,6.0,Mai,3.4375,2.5625
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_146,6.0,Mai,3.4375,2.5625
Die Ergebnisse sind wissenschaft- und vertraulich.,L 5.5,participant_146,2.0,Mai,3.4375,-1.4375
Am Anfang hat der Wein wider- und abscheulich geschmeckt.,L 5'.6,participant_146,2.0,Mai,3.4375,-1.4375
Die Geisterbahn ist voller Dunkel- und Grausamkeit.,Mis 3.1,participant_146,2.0,Mai,3.4375,-1.4375
Dafür sind Großzügig- und Verbundenheit entscheidend.,Mis 3'.2,participant_146,2.0,Mai,3.4375,-1.4375
Für sie gelten Konzepte wie Keusch- und Jungfräulichkeit häufiger.,Mis 6.7,participant_146,6.0,Mai,3.4375,2.5625
Viele werden sich im Alter ihrer Sterblich- und Unzufriedenheit bewusst.,Mis 6'.8,participant_146,3.0,Mai,3.4375,-0.4375
Er hat höf- und freundlich abgesagt.,Mix 3.1,participant_146,3.0,Mai,3.4375,-0.4375
Die Bezahlung vieler Berufe ist leid- und kümmerlich.,Mix 3'.2,participant_146,1.0,Mai,3.4375,-2.4375
Das klingt als wäre er sehr anhäng- und empfindlich.,Mix 6.7,participant_146,5.0,Mai,3.4375,1.5625
Der ganze Papierkram für ein Visum ist erforder- und umständlich.,Mix 6'.8,participant_146,2.0,Mai,3.4375,-1.4375
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_146,6.0,Mai,3.4375,2.5625
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_146,2.0,Mai,3.4375,-1.4375
Schottergärten sind gräss- und hässlich.,U 4.3,participant_146,1.0,Mai,3.4375,-2.4375
Der Tiger hat den Pfleger plötz- und vorsätzlich angegriffen.,U 4'.4,participant_146,2.0,Mai,3.4375,-1.4375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_146,3.0,Mai,3.4375,-0.4375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_146,3.0,Mai,3.4375,-0.4375
Das Haus wurde unter gestrichen.,F,participant_147,6.0,Juni,4.84375,1.15625
Die Familie hat eine teure Reise voreilig gebucht.,F,participant_147,3.0,Juni,4.84375,-1.84375
"Er glaubt, die Mannschaft hat den Schiedsrichter bestochen.",F,participant_147,5.0,Juni,4.84375,0.15625
"Auf der Fähre glaubt er, hat der Urlauber den Kontrolleur belogen.",F,participant_147,2.0,Juni,4.84375,-2.84375
"Die Familie isst gerne griechisch und türkisch, obwohl sie lebt jetzt in Italien.",F,participant_147,6.0,Juni,4.84375,1.15625
Da gestimmt für hat der Wähler aber nicht.,F,participant_147,5.0,Juni,4.84375,0.15625
Viele streben innere Gelassen- und Zufriedenheit an.,H 1.8,participant_147,6.0,Juni,4.84375,1.15625
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_147,6.0,Juni,4.84375,1.15625
Das Hotel bietet Gelegen- und Abgeschiedenheit zum Entspannen.,H 4.2,participant_147,6.0,Juni,4.84375,1.15625
Die Tat wurde mit Verlogen- und Trunkenheit begangen.,H 4'.3,participant_147,3.0,Juni,4.84375,-1.84375
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_147,4.0,Juni,4.84375,-0.84375
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_147,7.0,Juni,4.84375,2.15625
Das ist seine Art von Öffentlich- und Wohltätigkeit.,K 5.4,participant_147,7.0,Juni,4.84375,2.15625
Das Weihnachtsfest bedeutet für viele eine Atmosphäre von Selig- und Heiligkeit.,K 5'.5,participant_147,5.0,Juni,4.84375,0.15625
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_147,5.0,Juni,4.84375,0.15625
Das Lachen ist herz- und kindlich.,L 2'.3,participant_147,7.0,Juni,4.84375,2.15625
Das war schließ- und augenblicklich das Ende.,L 5.4,participant_147,6.0,Juni,4.84375,1.15625
Die Ergebnisse sind vertrau- und wissenschaftlich.,L 5'.5,participant_147,3.0,Juni,4.84375,-1.84375
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_147,5.0,Juni,4.84375,0.15625
Die Geisterbahn ist voller Grausam- und Dunkelheit.,Mis 3'.1,participant_147,6.0,Juni,4.84375,1.15625
Die Oma hat viel Weis- und Zärtlichkeit für ihre Enkel.,Mis 6.6,participant_147,6.0,Juni,4.84375,1.15625
Für sie gelten Konzepte wie Jungfräulich- und Keuschheit häufiger.,Mis 6'.7,participant_147,2.0,Juni,4.84375,-2.84375
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_147,3.0,Juni,4.84375,-1.84375
Er hat freund- und höflich abgesagt.,Mix 3'.1,participant_147,4.0,Juni,4.84375,-0.84375
Die Arbeitsleistung ist gewöhn- und ordentlich.,Mix 6.6,participant_147,7.0,Juni,4.84375,2.15625
Das klingt als wäre er sehr empfind- und anhänglich.,Mix 6'.7,participant_147,2.0,Juni,4.84375,-2.84375
In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,U 1.8,participant_147,2.0,Juni,4.84375,-2.84375
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_147,6.0,Juni,4.84375,1.15625
Sie fördert und fordert ihn nachdrück- und zärtlich.,U 4.2,participant_147,4.0,Juni,4.84375,-0.84375
Schottergärten sind häss- und grässlich.,U 4'.3,participant_147,7.0,Juni,4.84375,2.15625
Nudeln sind der neue Reis.,Deutsch_test_2,participant_147,4.0,Juni,4.84375,-0.84375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_147,5.0,Juni,4.84375,0.15625
Du hast dem Postboten sich selbst in der traurigen und verlassenen Gegend empfohlen.,F,participant_148,2.0,März,1.875,0.125
"Wir lesen am liebsten die Süddeutsche, obwohl wir leben jetzt in Düsseldorf.",F,participant_148,1.0,März,1.875,-0.875
Da gerechnet mit hat der Franz natürlich nicht.,F,participant_148,1.0,März,1.875,-0.875
Die Luft wurde hinter geatmet.,F,participant_148,1.0,März,1.875,-0.875
Der Stürmer hat den Torwart vorsätzlich und unsportlich gefoult.,F,participant_148,3.0,März,1.875,1.125
"Sie hofft, das Finanzamt hat den frechen und kriminellen Betrüger überlistet.",F,participant_148,3.0,März,1.875,1.125
Der Diamant ist von seltener Schön- und Reinheit.,H 1.3,participant_148,2.0,März,1.875,0.125
Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,H 1'.4,participant_148,3.0,März,1.875,1.125
"Er glaubt, dass die Staatsanwälte zu viel Befangen- und Verschwiegenheit an den Tag legen.",H 4.5,participant_148,3.0,März,1.875,1.125
Eigenschaften wie Verderbt- und Lüsternheit sind absolut unpassend.,H 4'.6,participant_148,3.0,März,1.875,1.125
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Sauber- und Gemütlichkeit.,K 2.1,participant_148,4.0,März,1.875,2.125
Fachleute waren sich uneinig über die Wahrscheinlich- und Möglichkeit eines Wahlsieges.,K 2'.2,participant_148,2.0,März,1.875,0.125
Die Feindselig- und Unfähigkeit der Angestellten ist aber alles andere als guter Service.,K 5.7,participant_148,1.0,März,1.875,-0.875
Für eine Sekunde war der Zauber von Unendlich- und Unsterblichkeit zu spüren.,K 5'.8,participant_148,2.0,März,1.875,0.125
Die Probleme sind vor allem zeit- und rechtlicher Natur.,L 2.1,participant_148,2.0,März,1.875,0.125
Die Landschaft dort ist herr- und friedlich.,L 2'.2,participant_148,2.0,März,1.875,0.125
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,L 5.7,participant_148,1.0,März,1.875,-0.875
Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,L 5'.8,participant_148,1.0,März,1.875,-0.875
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,Mis 3.3,participant_148,2.0,März,1.875,0.125
Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Mis 3'.4,participant_148,2.0,März,1.875,0.125
Sie strahlt Selbstsicher- und Glaubwürdigkeit aus.,Mis 6.1,participant_148,2.0,März,1.875,0.125
Für Kinder sind Unabhängig- und Geborgenheit wichtig.,Mis 6'.2,participant_148,1.0,März,1.875,-0.875
Bischöfe bestimmten die gött- und weltliche Ordnung.,Mix 3.3,participant_148,2.0,März,1.875,0.125
Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,Mix 3'.4,participant_148,1.0,März,1.875,-0.875
Nachhaltig zu leben ist natür- und verantwortlich.,Mix 6.1,participant_148,1.0,März,1.875,-0.875
Mutproben sind schreck- und gefährlich.,Mix 6'.2,participant_148,1.0,März,1.875,-0.875
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,U 1.3,participant_148,1.0,März,1.875,-0.875
Sie ist eher so der ängst- und häusliche Typ.,U 1'.4,participant_148,1.0,März,1.875,-0.875
Sie stellen hauptsäch- und grundsätzlich Frauen ein.,U 4.5,participant_148,1.0,März,1.875,-0.875
Die Bank will zusätz- und buchstäblich hundert tausend Euro.,U 4'.6,participant_148,1.0,März,1.875,-0.875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_148,5.0,März,1.875,3.125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_148,2.0,März,1.875,0.125
Auf allen Konzerten spielt die Band fehlerfrei.,F,participant_149,5.0,Juli,2.71875,2.28125
Wo hat die Feuerwehr welches Haus gelöscht?,F,participant_149,4.0,Juli,2.71875,1.28125
Du hast der Frau sich selbst als Beraterin vorgeschlagen.,F,participant_149,6.0,Juli,2.71875,3.28125
Der Lehrer hat den Schülern es nachgetragen.,F,participant_149,1.0,Juli,2.71875,-1.71875
"Die Firma sagt er, dass die Bestellung vergessen oder verloren hat.",F,participant_149,1.0,Juli,2.71875,-1.71875
Die Gruppe wurde hinter beschuldigt.,F,participant_149,5.0,Juli,2.71875,2.28125
Allen war die Dumm- und Feigheit ihrer Entscheidung klar.,H 1.7,participant_149,2.0,Juli,2.71875,-0.71875
Viele streben innere Zufrieden- und Gelassenheit an.,H 1'.8,participant_149,4.0,Juli,2.71875,1.28125
Sie strahlen Vergangen- und Erhabenheit aus.,H 4.1,participant_149,4.0,Juli,2.71875,1.28125
Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,H 4'.2,participant_149,5.0,Juli,2.71875,2.28125
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Sauber- und Gemütlichkeit.,K 2.1,participant_149,2.0,Juli,2.71875,-0.71875
Fachleute waren sich uneinig über die Wahrscheinlich- und Möglichkeit eines Wahlsieges.,K 2'.2,participant_149,2.0,Juli,2.71875,-0.71875
Die Erkenntnis über seine Eitel- und Gleichgültigkeit kam aber zu spät.,K 5.3,participant_149,2.0,Juli,2.71875,-0.71875
Das ist seine Art von Wohltätig- und Öffentlichkeit.,K 5'.4,participant_149,6.0,Juli,2.71875,3.28125
Die Probleme sind vor allem zeit- und rechtlicher Natur.,L 2.1,participant_149,4.0,Juli,2.71875,1.28125
Die Landschaft dort ist herr- und friedlich.,L 2'.2,participant_149,2.0,Juli,2.71875,-0.71875
weil er nied- und behilflich ist.,L 5.3,participant_149,2.0,Juli,2.71875,-0.71875
Das war augenblick- und schließlich das Ende.,L 5'.4,participant_149,2.0,Juli,2.71875,-0.71875
Das Verhalten ist an Gemein- und Hässlichkeit nicht zu übertreffen.,Mis 3.3,participant_149,2.0,Juli,2.71875,-0.71875
Der Papst erfreut sich großer Herrlich- und Berühmtheit.,Mis 3'.4,participant_149,1.0,Juli,2.71875,-1.71875
Sie schwören einander Kühn- und Brüderlichkeit.,Mis 6.5,participant_149,3.0,Juli,2.71875,0.28125
Die Oma hat viel Zärtlich- und Weisheit für ihre Enkel.,Mis 6'.6,participant_149,2.0,Juli,2.71875,-0.71875
Bischöfe bestimmten die gött- und weltliche Ordnung.,Mix 3.3,participant_149,3.0,Juli,2.71875,0.28125
Oft ist mit dem mensch- und männlichen Körper ein und das Selbe gemeint.,Mix 3'.4,participant_149,2.0,Juli,2.71875,-0.71875
Ihre Worte waren ähn- und deutlich.,Mix 6.5,participant_149,2.0,Juli,2.71875,-0.71875
Die Arbeitsleistung ist ordent- und gewöhnlich.,Mix 6'.6,participant_149,3.0,Juli,2.71875,0.28125
In der Gegend ist es länd- und eigentümlich.,U 1.7,participant_149,2.0,Juli,2.71875,-0.71875
In diesem Zustand ist die Deutsche Bahn leider weder nütz- noch pünktlich.,U 1'.8,participant_149,2.0,Juli,2.71875,-0.71875
Es schmeckt köst- und vorzüglich.,U 4.1,participant_149,2.0,Juli,2.71875,-0.71875
Sie fördert und fordert ihn zärt- und nachdrücklich.,U 4'.2,participant_149,1.0,Juli,2.71875,-1.71875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_149,2.0,Juli,2.71875,-0.71875
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_149,1.0,Juli,2.71875,-1.71875
In der Mensa essen viele Studentinnen und Studenten zu Mittag.,F,participant_150,7.0,Januar,4.875,2.125
Was hat der Reporter welchem Redakteur verkauft?,F,participant_150,2.0,Januar,4.875,-2.875
Wir haben dem empfindlichen und unsympathischen Vermieter sich selbst als Mieter empfohlen.,F,participant_150,2.0,Januar,4.875,-2.875
Der Komponist hat dem neuen italienischen Tenor es zugemutet.,F,participant_150,2.0,Januar,4.875,-2.875
"Der Waffenhändler glaubt er, dass den Politiker bestochen hat.",F,participant_150,2.0,Januar,4.875,-2.875
Die Tinte wurde für vergossen.,F,participant_150,1.0,Januar,4.875,-3.875
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_150,7.0,Januar,4.875,2.125
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_150,7.0,Januar,4.875,2.125
Der Richter vermittelt mit Besonnen- und Rechtschaffenheit.,H 4.7,participant_150,2.0,Januar,4.875,-2.875
Eine Ausbildung in Frankreich steht für Kultiviert- und Gewandtheit.,H 4'.8,participant_150,3.0,Januar,4.875,-1.875
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_150,5.0,Januar,4.875,0.125
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_150,7.0,Januar,4.875,2.125
Der Autounfall ist auf Fahrlässig- und Unzurechnungsfähigkeit zurückzuführen.,K 5.1,participant_150,7.0,Januar,4.875,2.125
Jede Zeit kommt mit einer eigenen Idee von Weiblich- und Männlichkeit.,K 5'.2,participant_150,7.0,Januar,4.875,2.125
Das Lachen ist kind- und herzlich.,L 2.3,participant_150,7.0,Januar,4.875,2.125
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_150,7.0,Januar,4.875,2.125
Die Neuigkeiten sind für sie gleichzeitig erfreu- und bedrohlich.,L 5.1,participant_150,2.0,Januar,4.875,-2.875
Seine Antwort war erstaun- und ehrlich.,L 5'.2,participant_150,7.0,Januar,4.875,2.125
Die Welthungerhilfe betont die Knapp- und Notwendigkeit von Lebensmitteln.,Mis 3.5,participant_150,7.0,Januar,4.875,2.125
Die Einig- und Vertrautheit in der Zusammenarbeit ist groß.,Mis 3'.6,participant_150,7.0,Januar,4.875,2.125
Allein die Bescheiden- und Liebenswürdigkeit der Autorin war schon überzeugend.,Mis 6.3,participant_150,7.0,Januar,4.875,2.125
Vor lauter Bitter- und Beschränktheit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6'.4,participant_150,7.0,Januar,4.875,2.125
Im Kindergarten wird alles brüder- und schwesterlich geteilt.,Mix 3.5,participant_150,7.0,Januar,4.875,2.125
Sie treffen sich heim- und täglich.,Mix 3'.6,participant_150,7.0,Januar,4.875,2.125
Sie hat aber tatsäch- und wirklich mehr verlangt.,Mix 6.3,participant_150,3.0,Januar,4.875,-1.875
Der Auftritt war pein- und lächerlich.,Mix 6'.4,participant_150,1.0,Januar,4.875,-3.875
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_150,6.0,Januar,4.875,1.125
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_150,7.0,Januar,4.875,2.125
Eine Zeitung ist ein auf die Gegenwart bezüg- und alltägliches Medium.,U 4.7,participant_150,3.0,Januar,4.875,-1.875
Seine Verteidigung war jämmer- und widersprüchlich.,U 4'.8,participant_150,2.0,Januar,4.875,-2.875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_150,6.0,Januar,4.875,1.125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_150,2.0,Januar,4.875,-2.875
Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,F,participant_151,7.0,Mai,4.3125,2.6875
Der alte und geschützte Wald wurde vor gerodet.,F,participant_151,1.0,Mai,4.3125,-3.3125
Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,F,participant_151,6.0,Mai,4.3125,1.6875
Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,F,participant_151,6.0,Mai,4.3125,1.6875
Ich habe dem Kunden sich selbst im Spiegel präsentiert.,F,participant_151,1.0,Mai,4.3125,-3.3125
Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,F,participant_151,6.0,Mai,4.3125,1.6875
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_151,5.0,Mai,4.3125,0.6875
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_151,6.0,Mai,4.3125,1.6875
Die Tat wurde mit Trunken- und Verlogenheit begangen.,H 4.3,participant_151,3.0,Mai,4.3125,-1.3125
Die Allgemein- und Gesamtheit der Regeln spricht dafür.,H 4'.4,participant_151,6.0,Mai,4.3125,1.6875
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_151,6.0,Mai,4.3125,1.6875
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_151,6.0,Mai,4.3125,1.6875
Das Weihnachtsfest umgibt eine Atmosphäre von Heilig- und Seligkeit.,K 5.5,participant_151,6.0,Mai,4.3125,1.6875
Die Ordensleute erzählen immer von Momenten der Barmherzig- und Glückseligkeit.,K 5'.6,participant_151,4.0,Mai,4.3125,-0.3125
Das Lachen ist kind- und herzlich.,L 2.3,participant_151,6.0,Mai,4.3125,1.6875
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_151,6.0,Mai,4.3125,1.6875
Die Ergebnisse sind wissenschaft- und vertraulich.,L 5.5,participant_151,6.0,Mai,4.3125,1.6875
Am Anfang hat der Wein wider- und abscheulich geschmeckt.,L 5'.6,participant_151,1.0,Mai,4.3125,-3.3125
Die Geisterbahn ist voller Dunkel- und Grausamkeit.,Mis 3.1,participant_151,2.0,Mai,4.3125,-2.3125
Dafür sind Großzügig- und Verbundenheit entscheidend.,Mis 3'.2,participant_151,7.0,Mai,4.3125,2.6875
Für sie gelten Konzepte wie Keusch- und Jungfräulichkeit häufiger.,Mis 6.7,participant_151,3.0,Mai,4.3125,-1.3125
Viele werden sich im Alter ihrer Sterblich- und Unzufriedenheit bewusst.,Mis 6'.8,participant_151,4.0,Mai,4.3125,-0.3125
Er hat höf- und freundlich abgesagt.,Mix 3.1,participant_151,6.0,Mai,4.3125,1.6875
Die Bezahlung vieler Berufe ist leid- und kümmerlich.,Mix 3'.2,participant_151,3.0,Mai,4.3125,-1.3125
Das klingt als wäre er sehr anhäng- und empfindlich.,Mix 6.7,participant_151,2.0,Mai,4.3125,-2.3125
Der ganze Papierkram für ein Visum ist erforder- und umständlich.,Mix 6'.8,participant_151,2.0,Mai,4.3125,-2.3125
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_151,4.0,Mai,4.3125,-0.3125
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_151,5.0,Mai,4.3125,0.6875
Schottergärten sind gräss- und hässlich.,U 4.3,participant_151,1.0,Mai,4.3125,-3.3125
Der Tiger hat den Pfleger plötz- und vorsätzlich angegriffen.,U 4'.4,participant_151,5.0,Mai,4.3125,0.6875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_151,3.0,Mai,4.3125,-1.3125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_151,3.0,Mai,4.3125,-1.3125
Bei dem Volleyballspiel die Mannschaft spielt fehlerfrei und harmonisch.,F,participant_152,1.0,November,3.5625,-2.5625
Der Stift wurde aus angespitzt.,F,participant_152,1.0,November,3.5625,-2.5625
Der Kontrolleur hat den lauten und unfreundlichen Mitfahrer ermahnt.,F,participant_152,7.0,November,3.5625,3.4375
Die Lehrerin hat dem Schüler Nachhilfeunterricht geraten.,F,participant_152,1.0,November,3.5625,-2.5625
Ihr habt dem Schauspieler sich selbst auf dem Foto gezeigt.,F,participant_152,1.0,November,3.5625,-2.5625
Die Führungskräfte haben einander sie als talentierten und hilfreichen Coach empfohlen.,F,participant_152,4.0,November,3.5625,0.4375
Der Diamant ist von seltener Schön- und Reinheit.,H 1.3,participant_152,6.0,November,3.5625,2.4375
Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,H 1'.4,participant_152,6.0,November,3.5625,2.4375
Sie strahlen Vergangen- und Erhabenheit aus.,H 4.1,participant_152,6.0,November,3.5625,2.4375
Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,H 4'.2,participant_152,3.0,November,3.5625,-0.5625
Die Richtig- und Wichtigkeit der Erkenntnisse kann nicht oft genug betont werden.,K 2.5,participant_152,6.0,November,3.5625,2.4375
Er ist immer wieder in finanzielle Abhängig- und Schwierigkeiten geraten.,K 2'.6,participant_152,6.0,November,3.5625,2.4375
Die Erkenntnis über seine Eitel- und Gleichgültigkeit kam aber zu spät.,K 5.3,participant_152,7.0,November,3.5625,3.4375
Das ist seine Art von Wohltätig- und Öffentlichkeit.,K 5'.4,participant_152,2.0,November,3.5625,-1.5625
Der Schraubenzieher ist dünn- und handlich.,L 2.5,participant_152,4.0,November,3.5625,0.4375
Die Passkontrolle am Flughafen ist polizei- und üblich.,L 2'.6,participant_152,1.0,November,3.5625,-2.5625
weil er nied- und behilflich ist.,L 5.3,participant_152,5.0,November,3.5625,1.4375
Das war augenblick- und schließlich das Ende.,L 5'.4,participant_152,1.0,November,3.5625,-2.5625
Die Begeben- und Zuständigkeiten in dem Fall sind noch nicht geklärt.,Mis 3.7,participant_152,1.0,November,3.5625,-2.5625
Die Lehrerin ist voller kindischer Fröhlich- und Verliebtheit.,Mis 3'.8,participant_152,6.0,November,3.5625,2.4375
Sie strahlt Selbstsicher- und Glaubwürdigkeit aus.,Mis 6.1,participant_152,6.0,November,3.5625,2.4375
Für Kinder sind Unabhängig- und Geborgenheit wichtig.,Mis 6'.2,participant_152,6.0,November,3.5625,2.4375
Die Durchsuchung Mitten in der Nacht war gründ- und amtlich.,Mix 3.7,participant_152,1.0,November,3.5625,-2.5625
Für die Gesundheit ist Ruhe wichtig vor allem abend- und nächtlich.,Mix 3'.8,participant_152,2.0,November,3.5625,-1.5625
Nachhaltig zu leben ist natür- und verantwortlich.,Mix 6.1,participant_152,1.0,November,3.5625,-2.5625
Mutproben sind schreck- und gefährlich.,Mix 6'.2,participant_152,1.0,November,3.5625,-2.5625
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,U 1.3,participant_152,3.0,November,3.5625,-0.5625
Sie ist eher so der ängst- und häusliche Typ.,U 1'.4,participant_152,6.0,November,3.5625,2.4375
Es schmeckt köst- und vorzüglich.,U 4.1,participant_152,5.0,November,3.5625,1.4375
Sie fördert und fordert ihn zärt- und nachdrücklich.,U 4'.2,participant_152,1.0,November,3.5625,-2.5625
Nudeln sind der neue Reis.,Deutsch_test_2,participant_152,6.0,November,3.5625,2.4375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_152,1.0,November,3.5625,-2.5625
Bei dem Volleyballspiel die Mannschaft spielt fehlerfrei und harmonisch.,F,participant_153,2.0,November,2.65625,-0.65625
Der Stift wurde aus angespitzt.,F,participant_153,1.0,November,2.65625,-1.65625
Der Kontrolleur hat den lauten und unfreundlichen Mitfahrer ermahnt.,F,participant_153,6.0,November,2.65625,3.34375
Die Lehrerin hat dem Schüler Nachhilfeunterricht geraten.,F,participant_153,6.0,November,2.65625,3.34375
Ihr habt dem Schauspieler sich selbst auf dem Foto gezeigt.,F,participant_153,5.0,November,2.65625,2.34375
Die Führungskräfte haben einander sie als talentierten und hilfreichen Coach empfohlen.,F,participant_153,4.0,November,2.65625,1.34375
Der Diamant ist von seltener Schön- und Reinheit.,H 1.3,participant_153,3.0,November,2.65625,0.34375
Der Anwalt setzt sich für die Frei- und Gleichheit aller Menschen ein.,H 1'.4,participant_153,4.0,November,2.65625,1.34375
Sie strahlen Vergangen- und Erhabenheit aus.,H 4.1,participant_153,2.0,November,2.65625,-0.65625
Das Hotel bietet Abgeschieden- und Gelegenheit zum Entspannen.,H 4'.2,participant_153,1.0,November,2.65625,-1.65625
Die Richtig- und Wichtigkeit der Erkenntnisse kann nicht oft genug betont werden.,K 2.5,participant_153,3.0,November,2.65625,0.34375
Er ist immer wieder in finanzielle Abhängig- und Schwierigkeiten geraten.,K 2'.6,participant_153,2.0,November,2.65625,-0.65625
