condition,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,item,first,second
Mix 6.4,NaN,Der Auftritt war lächer- und peinlich.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_12,6.0,Dezember,3.875,2.125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_23,2.0,Dezember,3.09375,-1.09375,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_53,2.0,Dezember,2.71875,-0.71875,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_55,3.0,Dezember,3.4375,-0.4375,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_68,5.0,Dezember,3.5,1.5,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_112,2.0,Dezember,3.375,-1.375,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_127,6.0,Dezember,4.733333333,1.266666667,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_161,2.0,Dezember,2.125,-0.125,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4.8,NaN,Seine Verteidigung war widersprüch- und jämmerlich.,participant_162,3.0,Dezember,2.78125,0.21875,complex,umlaut,"Der Anwalt hat die Ankläger nicht überzeugt.
Seine Verteidigung war widersprüch- und jämmerlich.",widersprüch,jämmerlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_12,1.0,Dezember,3.875,-2.875,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_23,3.0,Dezember,3.09375,-0.09375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_24,5.0,August,3.4375,1.5625,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_28,1.0,Dezember,2.78125,-1.78125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_29,2.0,August,2.0625,-0.0625,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_38,6.0,August,4.65625,1.34375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_39,2.0,August,3.8125,-1.8125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_53,1.0,Dezember,2.71875,-1.71875,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_55,2.0,Dezember,3.4375,-1.4375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_59,1.0,Dezember,2.59375,-1.59375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_68,3.0,Dezember,3.5,-0.5,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_72,2.0,August,2.6875,-0.6875,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_75,4.0,August,4.59375,-0.59375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_82,3.0,August,2.6875,0.3125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_89,1.0,Dezember,2.46875,-1.46875,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_99,2.0,August,2.96875,-0.96875,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_108,2.0,Dezember,2.78125,-0.78125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_112,3.0,Dezember,3.375,-0.375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_113,6.0,August,5.0625,0.9375,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_120,1.0,Dezember,1.53125,-0.53125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_127,6.0,Dezember,4.733333333,1.266666667,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_129,1.0,August,3.21875,-2.21875,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_130,1.0,Dezember,2.28125,-1.28125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_140,5.0,August,4.25,0.75,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_154,2.0,Dezember,2.8125,-0.8125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_161,2.0,Dezember,2.125,-0.125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
U 4'.1,NaN,Es schmeckt vorzüg- und köstlich.,participant_162,1.0,Dezember,2.78125,-1.78125,complex,umlaut,Es schmeckt vorzüg- und köstlich.,vorzüg,köstlich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_14,6.0,März,3.3125,2.6875,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_20,2.0,März,3.59375,-1.59375,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_37,1.0,März,1.90625,-0.90625,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_41,1.0,März,2.9375,-1.9375,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_90,1.0,März,3.0,-2.0,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_95,3.0,März,2.5625,0.4375,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_109,1.0,März,2.178571429,-1.1785714289999998,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_126,6.0,März,3.65625,2.34375,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_136,1.0,März,1.8125,-0.8125,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_142,6.0,März,4.125,1.875,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5.7,NaN,Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.,participant_148,1.0,März,1.875,-0.875,complex,no umlaut,"Der Bäcker hat der Kundin sein Geheimnis verraten:
Wir verwenden ausschließ- und ausdrücklich regionale Zutaten.",ausschließ,ausdrücklich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_14,1.0,März,3.3125,-2.3125,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_20,4.0,März,3.59375,0.40625,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_37,1.0,März,1.90625,-0.90625,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_41,1.0,März,2.9375,-1.9375,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_90,1.0,März,3.0,-2.0,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_95,1.0,März,2.5625,-1.5625,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_109,2.0,März,2.178571429,-0.17857142899999978,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_126,2.0,März,3.65625,-1.65625,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_136,1.0,März,1.8125,-0.8125,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_142,2.0,März,4.125,-2.125,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
L 5'.8,NaN,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,participant_148,1.0,März,1.875,-0.875,complex,no umlaut,Selbst für erfahrene Rettungskräfte war der Anblick sonder- und entsetzlich.,sonder,entsetzlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_14,1.0,März,3.3125,-2.3125,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_20,2.0,März,3.59375,-1.59375,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_32,1.0,November,1.75,-0.75,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_37,1.0,März,1.90625,-0.90625,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_41,1.0,März,2.9375,-1.9375,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_46,2.0,November,2.90625,-0.90625,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_90,1.0,März,3.0,-2.0,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_95,2.0,März,2.5625,-0.5625,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_98,1.0,November,1.71875,-0.71875,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_109,1.0,März,2.178571429,-1.1785714289999998,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_126,6.0,März,3.65625,2.34375,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_135,4.0,November,2.0625,1.9375,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_136,1.0,März,1.8125,-0.8125,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_139,1.0,November,1.71875,-0.71875,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_142,6.0,März,4.125,1.875,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_148,1.0,März,1.875,-0.875,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_152,1.0,November,3.5625,-2.5625,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_153,4.0,November,2.65625,1.34375,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_164,5.0,November,4.34375,0.65625,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6.1,NaN,Nachhaltig zu leben ist natür- und verantwortlich.,participant_170,1.0,November,1.90625,-0.90625,complex,umlaut mix,"Immer mehr Menschen achten auf ihren ökologischen Fußabdruck.
Nachhaltig zu leben ist natür- und verantwortlich.",natür,verantwortlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_14,2.0,März,3.3125,-1.3125,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_20,3.0,März,3.59375,-0.59375,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_32,1.0,November,1.75,-0.75,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_37,1.0,März,1.90625,-0.90625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_41,1.0,März,2.9375,-1.9375,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_46,1.0,November,2.90625,-1.90625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_90,2.0,März,3.0,-1.0,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_95,2.0,März,2.5625,-0.5625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_98,1.0,November,1.71875,-0.71875,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_109,3.0,März,2.178571429,0.8214285710000002,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_126,2.0,März,3.65625,-1.65625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_135,1.0,November,2.0625,-1.0625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_136,1.0,März,1.8125,-0.8125,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_139,1.0,November,1.71875,-0.71875,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_142,6.0,März,4.125,1.875,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_148,1.0,März,1.875,-0.875,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_152,1.0,November,3.5625,-2.5625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_153,2.0,November,2.65625,-0.65625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_164,3.0,November,4.34375,-1.34375,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
Mix 6'.2,NaN,Mutproben sind schreck- und gefährlich.,participant_170,1.0,November,1.90625,-0.90625,complex,umlaut mix,Mutproben sind schreck- und gefährlich.,schreck,gefährlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_14,1.0,März,3.3125,-2.3125,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_20,2.0,März,3.59375,-1.59375,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_32,1.0,November,1.75,-0.75,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_37,1.0,März,1.90625,-0.90625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_41,1.0,März,2.9375,-1.9375,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_46,2.0,November,2.90625,-0.90625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_90,1.0,März,3.0,-2.0,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_95,3.0,März,2.5625,0.4375,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_98,1.0,November,1.71875,-0.71875,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_126,3.0,März,3.65625,-0.65625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_135,1.0,November,2.0625,-1.0625,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
U 1.3,NaN,Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.,participant_136,1.0,März,1.8125,-0.8125,simple,umlaut,"Die Sekretärin ruft den Pfarrer zurück.
Der Pfarrer hat sie kürz- und irrtümlich kontaktiert.",kürz,irrtümlich
